15.5908,5.45686,20.3785
24.5503,0.0415761,21.0893
12.554,9.48646,20.1784
-11.9755,6.82649,17.806
-18.7741,-1.89168,19.7406
8.52305,-5.73647,17.4562
6.70538,-4.36902,15.6495
0.631334,-3.07295,8.7692
-2.45213,-1.24293,8.52649
-3.08891,0.960453,7.57969
2.86684,1.59464,9.21831
-1.44416,-2.52878,9.08723
-4.68766,2.57586,12.8016
2.90313,0.52088,8.62139
-0.927138,-1.46592,6.10809
-1.33755,-2.0239,7.2643
0.915277,0.505914,4.53441
0.511688,1.55725,6.47602
-0.402442,-0.782212,4.32324
-0.332059,-0.792694,4.11495
-0.228358,0.391503,3.23419
0.0875053,0.440677,2.9881
0.128991,0.0939985,1.02665
-0.113704,-0.118416,1.06955
0.347029,0.332672,3.44683
0.226561,-0.0487482,1.62971
-0.0502366,0.0295328,0.253137
-0.158943,0.0335028,1.0349
-0.109854,-0.00221045,0.602459
0.0486475,-0.0256933,0.23449
0.101429,0.00570912,0.540193
-0.0455338,-0.000922738,0.183112
-0.111465,-0.00412145,0.615227
0.00671559,0.00849337,0.0337444
0.0635864,0.0145726,0.294089
-0.0230956,-0.00577497,0.0823598
-0.0502481,-0.00135392,0.208073
0.0120619,0.0092753,0.0491922
0.0251428,0.0123623,0.100031
-0.0429612,-0.00340567,0.170602
-0.0137994,0.0145429,0.0673781
0.0423328,0.00145902,0.166882
0.0437666,0.00249651,0.174363
-0.055631,0.00456789,0.238756
-0.0109613,0.00930033,0.0461542
0.0535144,0.00299837,0.226315
-0.0142313,0.000800753,0.0457169
-0.00415728,0.0141205,0.0473935
0.017203,0.00763412,0.0626412
0.00304414,-0.00917849,0.0298395
-0.00732379,-0.00801078,0.0338346
-0.00468118,0.000824999,0.014046
0.00614006,0.00493743,0.0239375
-0.00737031,0.000753648,0.0224161
-0.00542893,-0.00203124,0.0172894
-0.00292516,0.00313482,0.0126167
0.00217549,0.00265382,0.0100194
0.00158287,0.00158549,0.00647038
-0.00018015,-0.000578186,0.00172267
-0.000856486,-0.000249955,0.00254476
0.00113838,0.000496884,0.00355426
0.00110934,-0.00116813,0.00462555
-0.0012684,0.000228827,0.00368972
0.000217877,-0.000450724,0.00142265
0.000614894,-0.000738689,0.00274306
-0.000576037,-0.000411741,0.00201605
-0.000653641,0.000210928,0.00195521
0.0005869,7.56401e-05,0.00168306
-3.00147e-05,-0.00027564,0.000786284
-0.000282967,-0.000430967,0.0014653
0.000471492,0.000268542,0.00154256
-9.82658e-05,-5.2757e-06,0.000278596
-0.000299371,-0.000135587,0.000932422
0.00018807,6.56208e-05,0.00056445
-0.000425684,8.13845e-05,0.00123082
